store_key,storename,address,telno,region_name,province_name,city_muni_name,latitude,longitude
 541,San Miguel. Poblacion,"Brgy., San Jose San Miguel Bulcan",6782944,REGION III (Central Luzon),BULACAN,SAN MIGUEL,15.1484,120.979
 544,Quirino Ermita,Quirino Ave. cor. Mabini Ave. Malate Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5656,120.987
 545,Capas Junction ( Chevron ),"Mc Arthur Hi-way, Capas Tarlac",0942,REGION III (Central Luzon),TARLAC,CAPAS,15.342,120.594
 548,SLEX - NB,"KM 22 SLEX San Antonio, San Pedro Laguna",,REGION IV-A (CALABARZON),LAGUNA,SAN PEDRO,14.3557,121.046
 549,Filinvest,Alabang Zapote Road Filinvest Muntinlupa City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MUNTINLUPA,14.4236,121.036
 549,Filinvest,Alabang Zapote Road Filinvest Muntinlupa City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MUNTINLUPA,14.4236,121.036
 552,Malolos Crossing,McArthur Hi-way cor. Mabini St. Malolos Crossing,7605705,REGION III (Central Luzon),BULACAN,CITY OF MALOLOS (Capital),14.8529,120.816
 553,Tustine Alabang,"Molino St. SS Hway, Alabang Muntinlupa City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MUNTINLUPA,14.4111,121.043
 554,N. Garcia,"158 Jupiter St.cor N. Garcia St.,  Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5623,121.023
 555,C. Raymundo,#64 Stella Mariz cor. c. Raymundo Ave.  Pasig City,6422142,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5759,121.085
 556,Batanggas 4,"Manuela Pastor Ave.H/W Pallocan West,Batangas City",,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),13.7539,121.07
 557,La Salle Med Dasma,Bo. Pasang Tala Dasma Cavite,,REGION IV-A (CALABARZON),CAVITE,DASMARIÑAS,14.327,120.945
 558,Welding Building,"Oppen Bldg.,349 Sen Gil  Puyat Ave., Makati city",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5622,121.025
 559,Clark Hostel,"Clark Freeport Zone, Pampanga",4991398,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1811,120.528
 560,San Fernando-NLEX,"Brgy.San Felipe, San Fernando",9637803,REGION III (Central Luzon),PAMPANGA,CITY OF SAN FERNANDO (Capital),15.1294,120.643
 561,Tarlac 2,"Mc Arthur Hi-Way, Tarlac,Tarlac City",459823085,REGION III (Central Luzon),TARLAC,CITY OF TARLAC (Capital),15.4895,120.596
 562,"Daang Sarile, Cabanatuan","Daang Sarile, Cabanatuan City",6002608,REGION III (Central Luzon),NUEVA ECIJA,CABANATUAN CITY,15.5048,120.976
 563,Tarlac Concepcion,Brgy San Nicola Poblacion Concepcion Tarlac,0922,REGION III (Central Luzon),TARLAC,CONCEPCION,15.3238,120.631
 564,Rosario 2,"No.42 Ortigas Ave., Roasio, Pasig City",2179153,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5908,121.087
 565,Mabalacat,"Velasquez St., Mabalacat Proper, Pampanga",0943,REGION III (Central Luzon),PAMPANGA,MABALACAT,15.2229,120.574
 567,San Isidro,"No.35 Brgy San Isidro, Cabuyao, Laguna",,REGION IV-A (CALABARZON),LAGUNA,CABUYAO,14.2378,121.134
 568,Camiling,"Arellano St. cor. Quezon Ave., Camilling Tarlac",4914065,REGION III (Central Luzon),TARLAC,CAMILING,15.6866,120.412
 569,Mabolo Bacoor,"Mabolo Bacoor, Cavite",,REGION IV-A (CALABARZON),CAVITE,BACOOR,14.4375,120.905
 570,Wilson,"Wilson cor.,Ortigas San Juan, City",5700258,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.6006,121.048
 572,Herco Center,"114 Benavidez St., Legaspi Village ,Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5519,121.017
 574,Salawag 2,Paliparan Road Salawag Crossing Dasma Cavite,,REGION IV-A (CALABARZON),CAVITE,DASMARIÑAS,14.3534,120.981
 576,Boni EDSA,"EDSA cor.,Boni Ave.Mandaluyong",5345365,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5724,121.047
 577,Sta Rosa,"Tagaytay Road, Sta Rosa Laguna",,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,14.2498,121.064
 578,Malanday,Brgy Malanday McArthur H-Way Valenzuela City,0922,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.4416,121.024
 579,Malinta 2,Danding Blg Cecilio J Santos St. Valenzuela City,0933,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.6947,120.97
 580,Silver City,"Silver City, Frontera Verde, Ortigas, Pasig City",6503268,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5839,121.075
 582,McKinley,"Origas Ave. Mckinley, San Juan",7215740,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.602,121.047
 585,TRAG,"GL 10 The Residences, Arnaiz St., Makati Citry",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5509,121.02
 586,Muzon,Brgy. Muzon San Jose Del Monte Bulacan,0922,REGION III (Central Luzon),BULACAN,CITY OF SAN JOSE DEL MONTE,14.802,121.035
 587,Marvin Plaza,"Chino Roces cor. herrera St., Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5554,121.014
 589,Manila Executive Regency,"Manila Exceutive Regency, Jorge Bacobo St.,Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5786,120.982
 590,Kingswood,"U/ GF Kingswood Vito Cruz Ext., Cor. Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5668,121.012
 591,Malolos Tikay,"McArthur Hi-way, Tikay Malolos Bulacan",8166760,REGION III (Central Luzon),BULACAN,CITY OF MALOLOS (Capital),14.8391,120.859
 592,Sampol,"Brgy. Bagong buhay, San Jose Del Monte, Bulacan",0923,REGION III (Central Luzon),BULACAN,CITY OF SAN JOSE DEL MONTE,14.8574,121.056
 594,Victoria De Manila,"G/F Victoria De Manila, Taft Avenue",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.575,120.989
 596,San Pascual Batanggas,San Pascual Batanggas,,REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,13.7822,121.031
 599,Burnham,"Chanum cor., Otek St., Burnham Park, Baguio City",4424741,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4128,120.593
 603,Fortune Square,"Brgy. Saguin, San Fernando, Pampanga",4552816,REGION III (Central Luzon),PAMPANGA,CITY OF SAN FERNANDO (Capital),15.1006,120.62
 604,Dewey Ave.,"Lot 2, Blk.18, Dewey Ave., Subic Bay Freeport Zone",2500944,REGION III (Central Luzon),ZAMBALES,SUBIC,14.8189,120.281
 605,Molino 5,Molino Road Brgy Molino III Bacoor Cavite,,REGION IV-A (CALABARZON),CAVITE,BACOOR,14.4423,120.972
 606,Diamond Square,"Charlotte St. Balibago, Angeles Pampanga",0922,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1648,120.591
 607,The Enclave,"Fil-Am Friendship Hi-way, Pampanga, Angeles City",6246322,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1434,120.559
 608,Zaragosa,"Corner Concepcion,Zaragosa Nueva Ecija",0932,REGION III (Central Luzon),NUEVA ECIJA,ZARAGOZA,15.4519,120.805
 610,Olongapo Public Market,"Canda St., East Bajac-Bajac,Olongapo City",2230001,REGION III (Central Luzon),ZAMBALES,OLONGAPO CITY,14.8396,120.961
 611,San Marcelino,Brgy Central San Marcelino Zambales,0922,REGION III (Central Luzon),ZAMBALES,SAN MARCELINO,14.9745,120.156
 612,Imus Pag-Asa,National Road Cor Alapan St. Pagasa Imus Cavite,,REGION IV-A (CALABARZON),CAVITE,IMUS,14.4408,120.911
 613,Baliuag Hi-way,"Dona Remedios Hiway,Baliuag Bulacan",0923,REGION III (Central Luzon),BULACAN,BALIUAG,14.9509,120.884
 614,Bansalangin,"Project 7, Quezon City, Metro Manila",3524617,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6558,121.024
 615,San Pedro 5,"Garcia St. Nueva (Poblacion), San Pedro, Laguna",,REGION IV-A (CALABARZON),LAGUNA,SAN PEDRO,14.362,121.057
 616,Engineers Hill,"Nevada Road and Guinto Alley, Baguio City",4420742,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4078,120.603
 617,Grandview Angeles,"Lot 19-B, Don Juico Ave., Malabanas, Angeles City",6280216,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.166,120.57
 618,Angelo King,"Along Arellano Ave., Malate, Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5669,120.998
 619,Buendia 4,"317 Buendia Ave., Pasay City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5545,120.998
 620,FVR,"Sapang Palay, San Jose  Del Monte City,",0933,REGION III (Central Luzon),BULACAN,CITY OF SAN JOSE DEL MONTE,14.8527,121.062
 621,Lifehomes,"Alfonso St. Brgy. Rosario, Pasig City",0932,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.59,121.095
 624,Tagaytay 4,E.Aguinaldo H-Way Tagaytay City,,REGION IV-A (CALABARZON),CAVITE,TAGAYTAY CITY,14.1223,120.96
 625,JP Laurel Malate,"G/F JP Laurel Mem Bldg,Ped Gil St.Ermita,Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5734,120.982
 627,BSA Tower,No. 108 Legaspi Street Legaspi Village Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5539,121.022
 628,Subic International Hotel,SIH Freeport Zone Subic Bay Olongapo City,0928,REGION III (Central Luzon),ZAMBALES,SUBIC,14.8238,120.279
 629,Pansol Calamba,Purok 1 Pansol Calamba City Laguna,,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,14.1817,121.177
 630,Mayfair,"Unit C Mayfair Tower, U.N Avenue, Ermita, Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5801,120.981
 632,Sixto A.Ave.(Hampton Garden),Dr Sixto Antonio Ave Maybunga Pasig City,0917,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5795,121.083
 635,Noveleta,"Poblacion, Noveleta, Cavite City",,REGION IV-A (CALABARZON),CAVITE,CAVITE CITY,14.4282,120.881
 636,Betterliving,"Betterliving Subd., Don Bosco, Para¿aque City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.4854,121.04
 638,Carmelray,"Carmelray Industrial Park 2, Calamba, Laguna",,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,14.1711,121.134
 641,Espana Grand,"España cor., Tolentino cor., Eloisa, Metro Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.6065,120.989
 643,EDSA Grand,EDSA cor Corregidor St Bago Bantay QC,5462701,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6573,121.024
 644,Citrus,Brgy Minuyan San Jose Del Monte Bulacan,0922,REGION III (Central Luzon),BULACAN,CITY OF SAN JOSE DEL MONTE,14.8122,121.046
 645,MCU 3,EDSA Cor Serrano Ave Caloocan City,2637381,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6566,120.988
 646,Pulilan (Castillo),"National Rd., Brgy., Pobalcion, Pulilan Bulacan",0923,REGION III (Central Luzon),BULACAN,PULILAN,14.9003,120.85
 649,St. Francis Tower,"St. Francis Drive, Ortigas Center, Pasig City",2637388,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5797,121.057
 650,Sienna del Monte,"Barangay Manresa, SFDM, Quezon City",4138095,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.639,121.006
 652,Lagro,"Lagro Subd., Novaliches, Quezon City",4176874,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7346,121.068
 653,Bacoor 2,"141 Evangelista St., Daang Bukid, Bacoor, Cavite",,REGION IV-A (CALABARZON),CAVITE,BACOOR,14.4579,120.937
 654,Paniqui 2 (Tiansing Property),MH Del Pilar Paniqui Tarlac,0922,REGION III (Central Luzon),TARLAC,PANIQUI,15.6684,120.577
 656,Marquinton Cordova Tower,"Marquinton Cordova Tower, Marikina City",2637394,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6353,121.101
 657,G. Tuazon 2,"1850 G. Tuazon St., Sampaloc, Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6033,120.996
 659,Lung Center,Lung Center of the Phil Quezon Ave Quezon City,3764406,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6477,121.046
 660,Scout Tobias,26 Timog Avenue Sct Tobias St Bgy Laging Handa QC,4820914,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6356,121.031
 661,Tarlac Crossing,"Poblacion 2, Tarlac City",0921,REGION III (Central Luzon),TARLAC,CITY OF TARLAC (Capital),15.4872,120.596
 662,Lingayen 2,"Artancho and Alvear Sts., Lingayen, Pangasinan",0922,REGION I (Ilocos Region),PANGASINAN,LINGAYEN (Capital),16.0301,120.228
 663,Moriones (King Palace),577 Moriones St.Tondo Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",TONDO I / II,14.6101,120.968
 664,Tejeron (Esway Residence),Tejeron St Sta. Ana Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SANTA ANA,14.5764,121.011
 665,A.Mabini (Guerrero Apartment),A.Mabini St. Malate Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5711,120.983
 668,V. Santos,"16 V. Santos, Sto. Ni¿o, Marikina City",9415607,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6406,121.101
 669,City Oil Fairview,"Commonwealth Ave, Pearl St., Fairview Quezon City",0923,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7059,121.073
 670,Mercedes (One Evergreen),"Evergreen 101, San Miguel Pasig City",0918,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5665,121.062
 672,Bauan 2,Manghinao Proper Bauan Batangas,,REGION IV-A (CALABARZON),BATANGAS,BAUAN,14.2727,121.455
 673,Burke Quintin Paredes,Quintin Paredes Binondo Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",BINONDO,14.5997,120.975
 674,Zapanta,Santa Rita St. Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5597,121.044
 675,Patts,"Dr. A. Santos Ave., San Isidro, Para¿aque City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.4726,121.005
 676,Rivercity (Lui Bldg.),Carreon St. Sta. Ana Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SANTA ANA,14.5809,121.007
 677,Tugatog,M..H del Pilar Rd Puresa St Tugatog Malabon City,4751074,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF MALABON,14.6617,120.97
 678,Xevera,Brgy Tabun Mac Arthur Highway Mabalacat Pampanga,0932,REGION III (Central Luzon),PAMPANGA,MABALACAT,15.2444,120.564
 680,Taytay 3 (Muzon),Manila East Rd  Brgy Muzon Taytay Rizal,2455467,REGION IV-A (CALABARZON),RIZAL,TANAY,14.5437,121.144
 681,DENR Bldg.,"DENR Bldg. ,1515 Roxas Blvd., Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5736,120.981
 682,Lucao (Dagupan City),National Road Dagupan City Pangasinan,0932,REGION I (Ilocos Region),PANGASINAN,DAGUPAN CITY,16.0206,120.322
 684,Escoda (Site Building),Leon Guinto St corner Escoda St Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.574,120.99
 685,Friendship Hi-Way (Moon Tae Park),Friendship H-Way Brgy. Anunas Angeles City,4250105,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1597,120.556
 686,Lubao Pampanga,JP Rizal St Sta Cruz Lubao Pampanga,0922,REGION III (Central Luzon),PAMPANGA,LUBAO,14.912,120.565
 688,Cabanas Mall,McArthur H-Way Brgy. Longos City of Malolos,7687404,REGION III (Central Luzon),BULACAN,CITY OF MALOLOS (Capital),14.8748,120.797
 689,Burnham Park (Clemente Commercial Center),Shanum St. Burnham Park Baguio City,4245753,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4111,120.592
 694,Pili,"Santiago St. Brgy. San Vicente,Pili, Camarines Sur",,REGION V (Bicol Region),CAMARINES SUR,PILI (Capital),13.5539,123.275
 696,Betterliving 4  (Caltex Dona),"Better Living Subdivision, Paranaque City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.4836,121.033
 697,Bayambang,"Royal Mall, Bayambang Pangasinan",0932,REGION I (Ilocos Region),PANGASINAN,BAYAMBANG,15.8097,120.457
 698,4th Avenue (Enriquez Property),"Grace Park, Caloocan City",4427251,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6434,120.98
 699,Dagupan 5,"Burgos St.,Bonifacio St. Dagupan City, Pangasinan",0933,REGION I (Ilocos Region),PANGASINAN,DAGUPAN CITY,16.0417,120.334
 701,Sanrise,"2164 M. H. Del Pilar St., Malate, Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5654,120.986
 703,Mckinley Hill 1820,Upper mckinley road mckinley hills taguig city,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5349,121.049
 704,Mindanao Ave,"Mindanao Avenue Talipapa, Novaliches, Quezon City",3325216,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6904,121.028
 705,CWC,"Cadlan Municipality of Pili, Camarines Sur",,REGION V (Bicol Region),CAMARINES SUR,PILI (Capital),13.5967,123.257
 706,Aria,"Real cor. Aria Sts., Las Pinas City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF LAS PIÑAS,14.4479,120.985
 707,Concepcion Uno,Bayan Bayanan Avenue Bgy Concepcion Marikina City,5849615,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6505,121.106
 708,Northwalk Clark,"Friendship Gate, Clark Freeport Zone, Angeles City",0942,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,15.1854,120.539
 709,Caltex  Balibago,Balibago cor. San Lorenzo Rd. Sta. Rosa Laguna,,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,14.2889,121.095
 711,Tanauan 2,"Brgy. Darasa, Tanauan City, Batangas",,REGION IV-A (CALABARZON),BATANGAS,CITY OF TANAUAN,14.0738,121.151
 712,Cardinal,"Medical Arts Bldg., Cardinal Santos Medical Ctr.",2637383,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.5983,121.046
 713,Suburbia,Brgy. Maimpis San Fernando Pampanga,8610210,REGION III (Central Luzon),PAMPANGA,CITY OF SAN FERNANDO (Capital),15.0676,120.65
 714,Systems Plus Angeles,Diamond Service Rd. McArthur Hiway Angeles,0933,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1587,120.592
 715,One Archers Place,"One Archers Place Taft Avenue, Malate, Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5668,120.993
 716,Tumana Marikina,"Farmers Ave cor JP Rizal St., Concepcion, Marikina",0933,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6532,121.103
 720,El Jardin de Presidente,Sgt Esguerra St Quezon City,0998,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6379,121.039
 721,San Mateo,103 Gen Luna Ave Gitnang Daan I San Mateo Rizal,6613873,REGION IV-A (CALABARZON),RIZAL,SAN MATEO,14.7081,121.118
 722,Alimall 2,"G/F Alimall, P. Tuazon, Araneta Center,Q.C",4418336,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.619,121.057
 723,Angono 2,Manila East Road cor Guido Street Angono Rizal,0933,REGION IV-A (CALABARZON),RIZAL,ANGONO,14.5259,121.158
 725,Bagong Ilog,E Rodriguez Ave cor Sta Rosa St Bagong Ilog Pasig,2340204,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5665,121.071
 726,Paliparan,"Mabuhay City, Paliparan, Dasmarinas, Cavite",,REGION IV-A (CALABARZON),CAVITE,DASMARIÑAS,14.3198,120.995
 727,Agoo,"16 Mac Arthur Highway, Agoo, La Union",0932,REGION I (Ilocos Region),LA UNION,AGOO,16.3248,120.367
 728,University of Baguio (PSD Pharmacy),"FB building Assumption Road, Baguio City",4422003,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4156,120.598
 729,Anabu Kostal,"Aguinaldo Highway, Anabu II, Imus, Cavite",,REGION IV-A (CALABARZON),CAVITE,IMUS,14.3759,120.939
 732,Bauang Lu,"Central East, Bauang, La Union",0923,REGION I (Ilocos Region),LA UNION,BAUANG,16.5316,120.332
 736,F. Tanedo 1,F Tanedo St San Nicolas Tarlac City,0923,REGION III (Central Luzon),TARLAC,CITY OF TARLAC (Capital),15.4959,120.596
 737,San Roque Tarlac,Brgy San Roque Tarlac Tarlac City,0925,REGION III (Central Luzon),TARLAC,CITY OF TARLAC (Capital),15.484,120.591
 743,Pulong Buhangin,Brgy Pulong Buhangin Sta Maria Bulacan,0932,REGION III (Central Luzon),BULACAN,SANTA MARIA,14.8659,120.996
 744,F. Manalo,F Blumentritt cor F Manalo San Juan City,6552245,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.5956,121.028
 747,Lyceum Intramuros,465 Muralla corner Real St Intramuros Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",INTRAMUROS,14.5922,120.978
 748,Camp John Hay,Space 4 Baguio Technohub Camp John Hay Baguio,0923,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.3988,120.609
 749,Two E-Com Center,Ocean Drive Mall of Asia Complex Pasay City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5398,120.981
 750,Mabini Soldado,A Mabini St cor Soldado St Ermita Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5745,120.983
 751,Emar Suites,409 Shaw Boulevard Mandaluyong City,6546489,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5896,121.039
 753,F Tanedo 2,F. Tanedo St Tarlac City,0925,REGION III (Central Luzon),TARLAC,CITY OF TARLAC (Capital),15.4875,120.589
 754,Mines View Plaza,"Outlook Drive, Mines View Park, Baguio City",0943,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4194,120.627
 758,Dalandanan,Brgy Dalandanan Lazaro St McArthur Valenzuela City,0932,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.7078,120.959
 759,CDC Clark,Aguinaldo Avenue Quirino St Clark Freeport Zone,4993071,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1774,120.519
 760,Comembo,Gf Unit C Comembo Commercial Complex Makati City,6978414,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5479,121.063
 761,Naga 2,2 Ateneo Ave cor Bagumbayan St Naga City,,REGION V (Bicol Region),CAMARINES SUR,NAGA CITY,13.6295,123.187
 762,Supercenter,GF Supercenter Araneta Center Quezon City,0915,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6212,121.055
 763,Manhattan,Gf Manhattan Parkway Araneta Center Quezon City,0932,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6234,121.055
 764,CARLUYAN N. U.,MF Jhocson St Sampaloc Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6047,120.995
 766,K Zone,"NIA-PDEA cor., EDSA Brgy Pinyahan, Quezon City",7364010,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.577,121.051
 769,San Fernando 3,Gen Hizon Ave San Fernando Pampanga,0998,REGION III (Central Luzon),PAMPANGA,CITY OF SAN FERNANDO (Capital),15.0258,120.695
 770,Manila City Hall,Godino Tower 350 A Villegas St Ermita Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5891,120.982
 772,Tanay 2,Ft Catapusan St Plaza Aldea Tanay Rizal,6973426,REGION IV-A (CALABARZON),RIZAL,TANAY,14.4947,121.29
 773,Raon,Quezon Blvd cor Gonzalo Puyat Raon Quiapo Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",QUIAPO,14.6007,120.985
 776,CBD Hotel (Naga Terminal),Gf Cbd II Hotel Brgy Triangulo Naga City,,REGION V (Bicol Region),CAMARINES SUR,NAGA CITY,13.6193,123.189
 779,Sta Quiteria (Guilalas Property),Sta Quiteria Caloocan City,2938577,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.681,121.01
 780,Pulang Lupa Dos,Naga Road Joseph Ave Pulang Lupa Dos Las Pinas,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF LAS PIÑAS,14.4611,120.986
 783,Divine Mercy,Marilao Muzon Road brgy Sta Rosa I Marilao Bulacan,0906,REGION III (Central Luzon),BULACAN,MARILAO,14.779,120.974
 784,Teresa,Magsaysay Ave Brgy San Gabriel Teresa Rizal,0943,REGION IV-A (CALABARZON),RIZAL,TERESA,14.5583,121.211
 786,BF Homes 3,Bf Homes Aguirre Ave cor Elizalde Paranaque City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.45,121.018
 788,SLU Baguio,A Bonifacio Ave Baguio City,4422645,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4195,120.597
 789,CALTEX BSU,Caltex Gas Station Bgy Guinhawa Malolos Bulacan,7945962,REGION III (Central Luzon),BULACAN,CITY OF MALOLOS (Capital),14.8565,120.813
 790,Sta Cruz 2,Sitio Sampaguita Brgy Bubukal Sta Cruz Laguna,,REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),14.2618,121.404
 791,Imus 4,Buhay na Tubig Imus Cavite,,REGION IV-A (CALABARZON),CAVITE,IMUS,14.4068,120.957
 792,Sta Monica,Sta Monica LM Guerrero St Ermita Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5753,120.981
